Table 6-30:  CO2 Emissions from Urea Fertilization (MMT CO2 Eq.),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Source,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
,Urea Fertilizationa,2.4,2.3,2.4,2.6,2.7,2.7,2.6,2.7,2.9,3.0,3.2,3.4,3.6,3.7,3.7,3.5,3.7,3.8,3.6,3.6,3.8,4.1,4.2,4.3,4.5
,"a Also includes emissions from urea fertilization on Land Converted to Cropland, Grassland Remaining Grassland, Land Converted to Grassland, Settlements Remaining Settlements, Forest Land Remaining Forest Land and Land Converted to Forest Land, as it is not currently possible to apportion the data by land-use category.  ",,,,,,,,,,,,,,,,,,,,,,,,,
