Table 6-31:  CO2 Emissions from Urea Fertilization (MMT C),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Source,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
,Urea Fertilizationa,0.7,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.9,0.9,1,1,1,1,1,1,1,1,1,1.1,1.2,1.2,1.2
,"a Also includes emissions from urea fertilization on Land Converted to Cropland, Grassland Remaining Grassland, Land Converted to Grassland, Settlements Remaining Settlements, Forest Land Remaining Forest Land and Land Converted to Forest Land, as it is not currently possible to apportion the data by land-use category.",,,,,,,,,,,,,,,,,,,,,,,,,
