Table A-167: Annual  Variable Carbon Content Coefficient for Jet Fuel (MMT Carbon/QBtu),,,,,,,,,,,,,,,,,,,,,,,,,
Fuel,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Jet Fuel,19.4,19.4,19.4,19.4,19.4,19.3,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7
Source: EPA (2010),,,,,,,,,,,,,,,,,,,,,,,,,
